accountnum,mergeto_account
Expected Records,65708
42277689,42270814
42277976,41551795
42278038,40402806
42278180,41524933
42278216,40931825
42278227,40323552
42278227,42278227
42278461,42162898
42278680,40631362
42278720,41979736
42278807,41581270
42278958,41012385
42278974,40033613
42279008,4233
42279014,10117235
42279140,42426164
42279398,40997224
42279459,40523530
42279715,40651370
42279758,40623566
42279796,40626747
42279803,41004548
42279813,10152640
42279910,11502
42279958,42268147
42279985,42035493
42280154,41097806
42280200,40507544
42280211,42113974
42280244,42280241
42280266,42118545
42280308,50162301
42280325,41306359
42280380,42473823
42280426,50329743
42280426,42280426
42280435,50371839
42280465,50609986
42280471,42098151
42280508,42280502
42280535,40897676
42280537,41203859
42280804,40433748
42280970,50248684
42280970,42280970
42281018,42273804
42281055,40599614
42281102,42247589
42281208,42457678
42281294,42762
42281513,42430115
42281699,50241794
42281705,42245421
42281794,41087134
42281929,42219521
42281993,40063673
42282383,40112419
42282441,59870
42282478,41553308
42282698,42282687
42282792,42214488
42282793,42264732
42282929,41141512
42283083,42095741
42283325,50210164
42283338,40002309
42283343,41946040
42283346,42283302
42283362,41669501
42283612,40044712
42283616,50125750
42283616,41801704
42283653,50085933
42283949,75417
42284070,41530179
42284099,41101062
42284269,40814505
42284349,40653057
42284386,41524430
42284595,42112332
42284644,40544106
42284939,42471492
42284964,41079207
42285015,42284882
42285470,50020134
42285567,41351919
42285581,40151156
42285717,40113273
42286117,40413984
42286176,42274864
42286201,42240599
42286295,41917137
42286352,42286314
42286646,50181723
42286851,50105062
42286871,41655820
42287019,42396101
42287086,40546964
42287105,42251960
42287119,42092959
42287188,40810009
42287334,42408647
42287334,42476775
42287498,42302692
42287498,50392906
42287785,50627610
42287824,41468088
42287892,40177653
42287917,40544347
42287956,40261524
42288077,41389639
42288567,42171009
42288665,40801352
42288806,41706187
42288830,42479671
42288915,40945768
42289045,42193645
42289195,40215022
42289317,41869090
42289642,42260433
42289686,42464553
42289869,40422774
42289890,40601847
42289947,41342464
42290097,48202
42290143,14787
42290156,40478035
42290237,40838542
42290254,40628556
42290331,50511411
42290349,41217141
42290377,42125242
42290696,42007178
42290777,41731030
42290811,50349720
42290883,41009865
42290973,41150573
42290977,41686759
42290990,40314376
42291063,40020479
42291221,40404634
42291316,40938303
42291411,41556322
42291435,42281164
42291461,41229709
42291522,40765357
42291590,40157142
42291596,40600337
42291654,41070865
42291668,42001514
42291804,42388929
42291999,40923590
42292016,50339678
42292016,41195083
42292079,69732
42292129,41679520
42292208,41190192
42292241,42275317
42292331,40485514
42292340,26923
42292370,41120689
42292419,40772591
42292622,40217270
42292667,56157
42292791,40047242
42292868,42112437
42293027,41741458
42293042,42206353
42293060,40512927
42293092,41669435
42293162,50249925
42293200,42255044
42293227,40668321
42293254,41795507
42293308,41420610
42293323,40533727
42293330,39297
42293338,42260889
42293352,41987087
42293357,41061320
42293394,42233080
42293491,41749341
42293576,59194
42293620,42247324
42293624,41790796
42293645,42012440
42293665,50105047
42293667,42019194
42293670,40316111
42293700,41696653
42293722,42100621
42293763,42289269
42293768,41436023
42293904,40853539
42293918,40511280
42293935,41838750
42293942,42054253
42293947,41745741
42294020,41970285
42294036,40296758
42294038,40038844
42294098,42093847
42294165,42255297
42294209,50318701
42294209,50337653
42294265,31613
42294288,41300697
42294300,42294298
42294305,40789751
42294335,41936701
42294353,40756661
42294361,41142348
42294378,41416758
42294403,41004604
42294407,41458805
42294409,42202952
42294429,41268344
42294605,41161049
42294756,10170149
42294767,40128571
42294812,41857421
42294824,40461662
42294878,41220369
42294888,41616549
42295125,41354416
42295135,40042633
42295396,40096947
42295465,41748603
42295501,40350783
42295859,41012902
42296077,40348820
42296681,41330427
42296797,42163707
42297023,41863885
42297137,50229704
42297161,40479080
42297163,40725790
42297239,42141400
42297373,41878866
42297383,41800660
42297465,41951746
42297622,42254941
42297638,41266217
42297668,41527981
42297792,42137485
42297859,42138107
42297861,41794714
42297873,41475476
42297889,41520648
42297959,41730208
42297961,42273488
42298065,41925910
42298111,41886420
42298123,41660129
42298191,42094518
42298219,42294291
42298233,42026004
42298290,40586839
42298350,42396476
42298353,42265100
42298357,42292065
42298391,41500193
42298426,41440188
42298430,40795004
42298468,40590818
42298475,40244404
42298562,41316809
42298572,41885818
42298689,50375595
42298691,40631105
42298811,50386813
42298942,40291992
42298971,40728230
42299029,41444848
42299052,10120562
42299179,41655476
42299288,42107198
42299290,50281970
42299295,42248079
42299487,50268941
42299525,42259470
42299616,41713436
42299619,42299107
42299870,42364583
42299902,40019244
42299902,50717487
42299907,42299907
42299907,50171388
42299990,41901435
42300015,41481751
42300021,42261138
42300052,40110975
42300060,42291778
42300082,41645416
42300109,50581369
42300113,42211212
42300116,40606333
42300145,42027671
42300149,40758978
42300163,40417952
42300193,41639856
42300207,40244088
42300222,42285143
42300233,42287343
42300300,40716026
42300349,40262728
42300555,42234059
42300624,40828477
42300646,41412979
42300796,40764208
42300891,40139944
42300960,40535464
42301016,40024754
42301039,42075832
42301135,40521494
42301227,40099233
42301287,50372217
42301290,42052344
42301315,41836250
42301426,42299058
42301501,40703824
42301510,40598498
42301575,42206755
42301650,40731387
42301659,50985
42301677,41444459
42301850,42297004
42301896,42279364
42301934,40543081
42301986,40700214
42302072,41154955
42302143,42302223
42302155,40273758
42302173,40155056
42302183,40763706
42302194,41274606
42302256,40706440
42302283,40626000
42302346,40151281
42302377,42067007
42302414,42243650
42302418,41137112
42302472,42219837
42302475,40275228
42302556,42354058
42302559,42354058
42302668,41087845
42302692,50392906
42302716,42254075
42302767,40528811
42302793,42268853
42302883,42290318
42303041,41793327
42303088,40981365
42303207,40394975
42303219,42224736
42303301,41751441
42303374,41869853
42303396,50162448
42303411,41301495
42303415,42017941
42303438,42297314
42303475,50344736
42303477,41481859
42303574,41410431
42303591,50382087
42303712,42300327
42303721,40689036
42303721,40404855
42303727,42254380
42303754,42108836
42303789,41619764
42303792,42296467
42303810,42172571
42303853,42107498
42303861,40481595
42304034,42135421
42304037,50199223
42304181,41002886
42304197,42425873
42304247,41991406
42304247,41956201
42304337,40248715
42304338,41358178
42304588,30003228
42304592,42197614
42304610,41082842
42304660,41695981
42304690,42228371
42304701,41948757
42304705,42260133
42304728,40909417
42304762,50277896
42304800,42057402
42304866,40111193
42304921,60056
42304943,41954432
42304987,41248379
42305186,42285094
42305337,40600543
42305415,40978353
42305439,40992657
42305550,50336251
42305667,42295598
42305675,42296388
42305689,87204
42305713,41971938
42305718,41946233
42305741,41548548
42305746,40438673
42305787,40579193
42305855,40724780
42305883,40242356
42305931,40392396
42305933,40782071
42305938,40852699
42305963,58687
42305965,40635060
42306014,40610162
42306068,41487303
42306130,42306125
42306239,40972355
42306269,40833151
42306371,41005182
42306401,40885422
42306432,30001800
42306442,41671619
42306484,40413760
42306493,41115934
42306495,40609455
42306502,42137736
42306517,69437
42306558,40052615
42306560,42101146
42306569,40177371
42306622,50415520
42306630,40156232
42306764,42197146
42306815,41348132
42306951,41036510
42307003,42306639
42307013,41981608
42307016,50333653
42307062,40106749
42307096,42033102
42307118,40811604
42307147,42300412
42307174,63199
42307198,40711516
42307324,40266871
42307393,42102112
42307400,40303188
42307402,50553129
42307415,41813543
42307424,40566980
42307429,40209831
42307520,42307104
42307535,50105047
42307539,17357
42307600,40633320
42307659,41739713
42307670,37691
42307724,41260954
42307790,42254075
42307819,40705513
42307843,41857586
42307851,42444230
42307942,40022902
42307976,42120460
42307991,42487092
42308021,40509299
42308067,41862409
42308121,50412343
42308154,40615079
42308196,40654888
42308215,41554415
42308246,40738161
42308296,50441812
42308327,40715546
42308389,42300979
42308390,42187167
42308410,40640773
42308446,42022445
42308514,41363363
42308551,40160088
42308595,50496801
42308752,42258008
42308755,42302468
42308769,42259234
42308847,50173802
42308876,89403
42308935,42089022
42308954,41764507
42308957,40518659
42308958,41217081
42308977,40543990
42308979,41407609
42308985,40036666
42309101,41022084
42309106,41339516
42309147,40793492
42309180,40953579
42309240,42186104
42309253,41480427
42309273,40635544
42309289,10163992
42309329,40700468
42309370,42303930
42309414,42098744
42309423,41684855
42309439,40751719
42309484,42190782
42309490,40863244
42309498,40281593
42309501,41004604
42309536,40560014
42309551,40448509
42309553,42156202
42309614,41948686
42309632,41899524
42309651,40799484
42309666,41133148
42309688,41972885
42309724,40118293
42309739,42111604
42309759,41212045
42309784,50105047
42309951,41048339
42309960,41751613
42309971,40833771
42309982,42048403
42310029,42194227
42310042,41473431
42310063,41332808
42310087,42066471
42310116,42021915
42310118,40055653
42310144,40190999
42310254,40524345
42310259,40497407
42310272,42188044
42310283,41236237
42310311,42304738
42310337,41082162
42310431,41544965
42310447,40446564
42310509,41763362
42310524,41612517
42310535,41011097
42310594,40772508
42310643,41670264
42310674,40778175
42310683,41224642
42310746,42224813
42310806,41611160
42310816,41932383
42310827,41283609
42310830,40563996
42310872,42474580
42310880,40547600
42310931,41442397
42310936,40773841
42310994,40980440
42311083,40484955
42311108,40480757
42311115,42299907
42311237,41939949
42311268,4269
42311272,41864989
42311321,42477231
42311338,40412069
42311355,40192676
42311400,40792086
42311414,42310014
42311415,41782634
42311436,41479966
42311465,42085685
42311471,41261586
42311565,41936701
42311622,42297566
42311623,40493354
42311764,41110172
42311774,41633344
42311776,40523182
42311795,40098775
42311797,41672001
42311809,41306804
42311845,42193598
42311848,50389924
42311851,41948757
42311889,50294782
42311892,42448118
42311939,40708335
42311940,40305847
42311954,40495272
42312078,41964666
42312099,41627052
42312137,42127648
42312179,42352293
42312196,41899524
42312205,41680174
42312280,41466807
42312330,40769182
42312335,41991935
42312371,42159044
42312438,41434148
42312461,42243392
42312470,42351084
42312518,41790727
42312540,40416474
42312541,40845000
42312548,41250250
42312584,40729846
42312597,41904978
42312602,41443987
42312614,41948757
42312615,41871638
42312617,41871638
42312659,41122579
42312663,50149334
42312669,42250467
42312678,40906602
42312681,41444535
42312769,42254075
42312783,40940780
42312790,42362912
42312796,42000536
42312797,41726337
42312808,41371114
42312818,41260997
42312832,42282813
42312858,40212187
42312860,41784299
42312899,42312902
42312904,42297955
42312981,40069012
42313118,41956497
42313119,42103289
42313124,42112819
42313176,42114080
42313200,40064101
42313250,42243602
42313300,41309808
42313314,41248841
42313347,41209432
42313373,41189030
42313380,42239243
42313387,41342909
42313400,41817167
42313431,40703202
42313432,41825833
42313434,47679
42313452,40002769
42313489,40556646
42313499,41495776
42313515,40831908
42313535,41599449
42313577,42096054
42313582,50648813
42313593,40936483
42313610,40528722
42313662,40315040
42313677,40953788
42313684,40412518
42313744,40509919
42313747,41044999
42313796,42247735
42313803,42285359
42313830,40832743
42313899,42403027
42313956,40830861
42313958,40161397
42313976,42095751
42314011,41265269
42314022,41979486
42314061,42102984
42314126,41174361
42314169,42258738
42314220,42150117
42314252,42177005
42314318,41703546
42314342,41513642
42314351,41201284
42314370,41792796
42314397,40876612
42314428,40771612
42314482,41678263
42314485,42296241
42314519,42007093
42314524,42299982
42314537,41658272
42314564,41573910
42314589,41645381
42314596,41505153
42314602,40112615
42314655,40413717
42314700,41507286
42314716,40410675
42314724,41298803
42314748,42162739
42314774,60237
42314881,41992955
42315004,50209101
42315019,40171240
42315023,41892206
42315037,41531969
42315095,42151708
42315112,42166754
42315141,42087169
42315152,42228086
42315226,41969535
42315248,40565060
42315337,41138986
42315508,42261687
42315514,42285984
42315533,41052152
42315595,10380021
42315611,50342880
42315646,40768793
42315748,40787502
42315798,41572322
42316043,42160485
42316097,40228585
42316123,42102112
42316171,9079
42316180,40663419
42316289,40086776
42316356,40199596
42316374,71933
42316375,41302765
42316413,40452988
42316424,50075319
42316424,42316424
42316584,41677920
42316663,10149499
42316700,42233751
42316735,50552612
42316742,41898714
42316759,41864844
42316795,40697543
42317001,42261823
42317005,41250149
42317030,41292726
42317063,42150074
42317201,40502351
42317225,41792538
42317231,42168183
42317257,41042230
42317257,10146743
42317261,40246696
42317317,41870313
42317317,41956632
42317346,42396823
42317391,40266525
42317417,41724184
42317447,41868299
42317491,40809160
42317540,41273067
42317583,40905728
42317624,40402988
42317671,41379345
