catalogcode,name,description,start_date,stop_date,apply_special_shipping,special_shipping_price,currency,allow_coupons
33882,Qumin.B.NB CT 1190 Trails of Evidence,Qumin.B.NB CT 1190 Trails of Evidence,05/01/2013,12/31/2099,0,0,GBP,1
33883,Qumin.B.NB CT 1240 Quantum Mechanics: The Physics ,Qumin.B.NB CT 1240 Quantum Mechanics: The Physics of the Mic,05/01/2013,12/31/2099,0,0,GBP,1
33884,Qumin.B.NB CT 1257 Mysteries of Modern Physics,Qumin.B.NB CT 1257 Mysteries of Modern Physics,05/01/2013,12/31/2099,0,0,GBP,1
33885,Qumin.B.NB CT 1324 Introduction to Nanotechnology,Qumin.B.NB CT 1324 Introduction to Nanotechnology,05/01/2013,12/31/2099,0,0,GBP,1
33886,Qumin.B.NB CT 1406 Secrets Of Mental Math,Qumin.B.NB CT 1406 Secrets Of Mental Math,05/01/2013,12/31/2099,0,0,GBP,1
33887,Qumin.B.NB CT 153 Einstein's Relativity and the Qu,Qumin.B.NB CT 153 Einstein's Relativity and the Quantum Revo,05/01/2013,12/31/2099,0,0,GBP,1
33888,Qumin.B.NB CT 1626 Understanding The Mysteries Of ,Qumin.B.NB CT 1626 Understanding The Mysteries Of Human Beha,05/01/2013,12/31/2099,0,0,GBP,1
33889,Qumin.B.NB CT 1651 Optimizing Brain Fitness,Qumin.B.NB CT 1651 Optimizing Brain Fitness,05/01/2013,12/31/2099,0,0,GBP,1
33890,Qumin.B.NB CT 1682 The Spiritual Brain,Qumin.B.NB CT 1682 The Spiritual Brain,05/01/2013,12/31/2099,0,0,GBP,1
33891,Qumin.B.NB CT 1933 Practicing Mindfulness: An Intr,Qumin.B.NB CT 1933 Practicing Mindfulness: An Introduction t,05/01/2013,12/31/2099,0,0,GBP,1
33892,Qumin.B.NB CT 1950 Nutrition Made Clear,Qumin.B.NB CT 1950 Nutrition Made Clear,05/01/2013,12/31/2099,0,0,GBP,1
33893,Qumin.B.NB CT 1965 Scientific Secrets for a Powerf,Qumin.B.NB CT 1965 Scientific Secrets for a Powerful Memory,05/01/2013,12/31/2099,0,0,GBP,1
33894,Qumin.B.NB CT 2031 Art of Public Speaking,Qumin.B.NB CT 2031 Art of Public Speaking,05/01/2013,12/31/2099,0,0,GBP,1
33895,Qumin.B.NB CT 2133 Analysis and Critique: How to E,Qumin.B.NB CT 2133 Analysis and Critique: How to Engage and,05/01/2013,12/31/2099,0,0,GBP,1
33896,Qumin.B.NB CT 2154 Writing Creative Nonfiction,Qumin.B.NB CT 2154 Writing Creative Nonfiction,05/01/2013,12/31/2099,0,0,GBP,1
33897,Qumin.B.NB CT 2368 Building Great Sentences: Explo,Qumin.B.NB CT 2368 Building Great Sentences: Exploring the W,05/01/2013,12/31/2099,0,0,GBP,1
33898,Qumin.B.NB CT 5133 Hidden Factor,Qumin.B.NB CT 5133 Hidden Factor,05/01/2013,12/31/2099,0,0,GBP,1
33899,Qumin.B.NB CT 5630 Money and Banking,Qumin.B.NB CT 5630 Money and Banking,05/01/2013,12/31/2099,0,0,GBP,1
33900,Qumin.B.NB CT 687 Buddhism,Qumin.B.NB CT 687 Buddhism,05/01/2013,12/31/2099,0,0,GBP,1
33901,Qumin.B.NB CT 8280 Medieval World,Qumin.B.NB CT 8280 Medieval World,05/01/2013,12/31/2099,0,0,GBP,1
33902,Qumin.B.NB CT 9331 Effective Communication Skills,Qumin.B.NB CT 9331 Effective Communication Skills,05/01/2013,12/31/2099,0,0,GBP,1
33903,Qumin.B.NB CT 9422 Masters of War,Qumin.B.NB CT 9422 Masters of War,05/01/2013,12/31/2099,0,0,GBP,1
33904,Qumin.B.NB CT 3890 Events That Changed History,Qumin.B.NB CT 3890 Events That Changed History,05/01/2013,12/31/2099,0,0,GBP,1
33905,Qumin.B.NB CT 7901 Fundamentals Of Photography,Qumin.B.NB CT 7901 Fundamentals Of Photography,05/01/2013,12/31/2099,0,0,GBP,1
33906,Qumin.B.NB CT 3850 History of the Ancient World: A,Qumin.B.NB CT 3850 History of the Ancient World: A Global Pe,05/01/2013,12/31/2099,0,0,GBP,1
33907,Qumin.B.NB CT 7640 How to Look at and Understand G,Qumin.B.NB CT 7640 How to Look at and Understand Great Art,05/01/2013,12/31/2099,0,0,GBP,1
33908,Qumin.B.NB CT 7111 Leonardo da Vinci and the Itali,Qumin.B.NB CT 7111 Leonardo da Vinci and the Italian High Re,05/01/2013,12/31/2099,0,0,GBP,1
33909,Qumin.B.NB CT 1970 Lifelong Health,Qumin.B.NB CT 1970 Lifelong Health,05/01/2013,12/31/2099,0,0,GBP,1
33910,Qumin.B.NB CT 700 Listen to and Understand Great M,Qumin.B.NB CT 700 Listen to and Understand Great Music,05/01/2013,12/31/2099,0,0,GBP,1
33911,Qumin.B.NB CT 1730 Oceanography: Exploring Earth's,Qumin.B.NB CT 1730 Oceanography: Exploring Earth's Final Wil,05/01/2013,12/31/2099,0,0,GBP,1
33912,Qumin.B.NB CT 1280 Physics and Our Universe: How I,Qumin.B.NB CT 1280 Physics and Our Universe: How It All Work,05/01/2013,12/31/2099,0,0,GBP,1
33913,Qumin.B.NB CT 1960 Physiology and Fitness,Qumin.B.NB CT 1960 Physiology and Fitness,05/01/2013,12/31/2099,0,0,GBP,1
33914,Qumin.B.NB CT 9123 The Everyday Guide To Wine,Qumin.B.NB CT 9123 The Everyday Guide To Wine,05/01/2013,12/31/2099,0,0,GBP,1
33915,Qumin.B.NB CT 3231 The Great Tours,Qumin.B.NB CT 3231 The Great Tours,05/01/2013,12/31/2099,0,0,GBP,1
33916,Qumin.B.NB CT 8500 The History of the United State,Qumin.B.NB CT 8500 The History of the United States,05/01/2013,12/31/2099,0,0,GBP,1
33917,Qumin.B.NB CT 1986 The Science of Natural Healing,Qumin.B.NB CT 1986 The Science of Natural Healing,05/01/2013,12/31/2099,0,0,GBP,1
33918,Qumin.B.NB CT 8588 The Skeptic's Guide to American,Qumin.B.NB CT 8588 The Skeptic's Guide to American History,05/01/2013,12/31/2099,0,0,GBP,1
33919,Qumin.B.NB CT 5724 Understanding Investments,Qumin.B.NB CT 5724 Understanding Investments,05/01/2013,12/31/2099,0,0,GBP,1
33920,Qumin.B.NB CT 160 Understanding The Human Body,Qumin.B.NB CT 160 Understanding The Human Body,05/01/2013,12/31/2099,0,0,GBP,1
33921,Qumin.B.NB CT 1810 Understanding the Universe,Qumin.B.NB CT 1810 Understanding the Universe,05/01/2013,12/31/2099,0,0,GBP,1
33922,Qumin.B.NB CT 1411 Joy of Mathematics,Qumin.B.NB CT 1411 Joy of Mathematics,05/01/2013,12/31/2099,0,0,GBP,1
33923,Qumin.B.NB CT 1001 Algebra I,Qumin.B.NB CT 1001 Algebra I,05/01/2013,12/31/2099,0,0,GBP,1
33924,Qumin.B.NB CT 1002 Algebra II,Qumin.B.NB CT 1002 Algebra II,05/01/2013,12/31/2099,0,0,GBP,1
33925,Qumin.B.NB CT 177 Change and Motion: Calculus Made,Qumin.B.NB CT 177 Change and Motion: Calculus Made Clear, 2n,05/01/2013,12/31/2099,0,0,GBP,1
33926,Qumin.B.NB CT 1007 Understanding Calculus: Problem,Qumin.B.NB CT 1007 Understanding Calculus: Problems, Solutio,05/01/2013,12/31/2099,0,0,GBP,1
33927,Qumin.B.NB CT 1426 Games People Play: Game Theory ,Qumin.B.NB CT 1426 Games People Play: Game Theory in Life, B,05/01/2013,12/31/2099,0,0,GBP,1
33928,Qumin.B.NB CT 1333 Chaos,Qumin.B.NB CT 1333 Chaos,05/01/2013,12/31/2099,0,0,GBP,1
33929,Qumin.B.NB CT 1487 Meaning from Data: Statistics M,Qumin.B.NB CT 1487 Meaning from Data: Statistics Made Clear,05/01/2013,12/31/2099,0,0,GBP,1
33930,Qumin.B.NB CT 1474 What Are the Chances? Probabili,Qumin.B.NB CT 1474 What Are the Chances? Probability Made Cl,05/01/2013,12/31/2099,0,0,GBP,1
33931,Qumin.B.NB CT 7868 The Cathedral,Qumin.B.NB CT 7868 The Cathedral,05/01/2013,12/31/2099,0,0,GBP,1
33932,Qumin.B.NB CT 7100 A History of European Art,Qumin.B.NB CT 7100 A History of European Art,05/01/2013,12/31/2099,0,0,GBP,1
33933,Qumin.B.NB CT 5913 Strategic Thinking Skills,Qumin.B.NB CT 5913 Strategic Thinking Skills,05/01/2013,12/31/2099,0,0,GBP,1
33934,Qumin.B.NB CT 5642 Foundations of Economic Prosper,Qumin.B.NB CT 5642 Foundations of Economic Prosperity,05/01/2013,12/31/2099,0,0,GBP,1
33935,Qumin.B.NB CT 550 Economics, 3rd Edition,Qumin.B.NB CT 550 Economics, 3rd Edition,05/01/2013,12/31/2099,0,0,GBP,1
33936,Qumin.B.NB CT 5665 Thinking about Capitalism,Qumin.B.NB CT 5665 Thinking about Capitalism,05/01/2013,12/31/2099,0,0,GBP,1
33937,Qumin.B.NB CT 5181 Understanding Complexity,Qumin.B.NB CT 5181 Understanding Complexity,05/01/2013,12/31/2099,0,0,GBP,1
33938,Qumin.B.NB CT 561 Business Law: Contracts,Qumin.B.NB CT 561 Business Law: Contracts,05/01/2013,12/31/2099,0,0,GBP,1
33939,Qumin.B.NB CT 562 Business Law: Negligence and Tor,Qumin.B.NB CT 562 Business Law: Negligence and Torts,05/01/2013,12/31/2099,0,0,GBP,1
33940,Qumin.B.NB CT 340 History of Ancient Rome,Qumin.B.NB CT 340 History of Ancient Rome,05/01/2013,12/31/2099,0,0,GBP,1
33941,Qumin.B.NB CT 3742 Pompeii: Daily Life in an Ancie,Qumin.B.NB CT 3742 Pompeii: Daily Life in an Ancient Roman C,05/01/2013,12/31/2099,0,0,GBP,1
33942,Qumin.B.NB CT 3340 Classical Archaeology of Ancien,Qumin.B.NB CT 3340 Classical Archaeology of Ancient Greece a,05/01/2013,12/31/2099,0,0,GBP,1
33943,Qumin.B.NB CT 367 World of Byzantium,Qumin.B.NB CT 367 World of Byzantium,05/01/2013,12/31/2099,0,0,GBP,1
33944,Qumin.B.NB CT 3757 Great Battles of the Ancient Wo,Qumin.B.NB CT 3757 Great Battles of the Ancient World,05/01/2013,12/31/2099,0,0,GBP,1
33945,Qumin.B.NB CT 349 Famous Romans,Qumin.B.NB CT 349 Famous Romans,05/01/2013,12/31/2099,0,0,GBP,1
33946,Qumin.B.NB CT 327 Alexander the Great and the Hell,Qumin.B.NB CT 327 Alexander the Great and the Hellenistic Ag,05/01/2013,12/31/2099,0,0,GBP,1
33947,Qumin.B.NB CT 3372 Peloponnesian War,Qumin.B.NB CT 3372 Peloponnesian War,05/01/2013,12/31/2099,0,0,GBP,1
33948,Qumin.B.NB CT 3356 Greek and Persian Wars,Qumin.B.NB CT 3356 Greek and Persian Wars,05/01/2013,12/31/2099,0,0,GBP,1
33949,Qumin.B.NB CT 3910 Vikings,Qumin.B.NB CT 3910 Vikings,05/01/2013,12/31/2099,0,0,GBP,1
33950,Qumin.B.NB CT 8470 History of England from the Tud,Qumin.B.NB CT 8470 History of England from the Tudors to the,05/01/2013,12/31/2099,0,0,GBP,1
33951,Qumin.B.NB CT 3970 Italian Renaissance,Qumin.B.NB CT 3970 Italian Renaissance,05/01/2013,12/31/2099,0,0,GBP,1
33952,Qumin.B.NB CT 885 American Civil War,Qumin.B.NB CT 885 American Civil War,05/01/2013,12/31/2099,0,0,GBP,1
33953,Qumin.B.NB CT 8514 American Revolution,Qumin.B.NB CT 8514 American Revolution,05/01/2013,12/31/2099,0,0,GBP,1
33954,Qumin.B.NB CT 350 History of Ancient Egypt,Qumin.B.NB CT 350 History of Ancient Egypt,05/01/2013,12/31/2099,0,0,GBP,1
33955,Qumin.B.NB CT 6362 Dead Sea Scrolls,Qumin.B.NB CT 6362 Dead Sea Scrolls,05/01/2013,12/31/2099,0,0,GBP,1
33956,Qumin.B.NB CT 6640 The Catholic Church: A History,Qumin.B.NB CT 6640 The Catholic Church: A History,05/01/2013,12/31/2099,0,0,GBP,1
33957,Qumin.B.NB CT 3650 Exploring the Roots of Religion,Qumin.B.NB CT 3650 Exploring the Roots of Religion,05/01/2013,12/31/2099,0,0,GBP,1
33958,Qumin.B.NB CT 408 Ethics of Aristotle,Qumin.B.NB CT 408 Ethics of Aristotle,05/01/2013,12/31/2099,0,0,GBP,1
33959,Qumin.B.NB CT 1942 Secrets of Sleep Science: From ,Qumin.B.NB CT 1942 Secrets of Sleep Science: From Dreams to,05/01/2013,12/31/2099,0,0,GBP,1
33960,Qumin.B.NB CT 8410 Story of Medieval England: From,Qumin.B.NB CT 8410 Story of Medieval England: From King Arth,05/01/2013,12/31/2099,0,0,GBP,1
33961,Qumin.B.NB.Gen Business & Economics,Qumin.B.NB.Gen Business & Economics,05/01/2013,12/31/2099,0,0,GBP,1
33962,Qumin.B.NB.Gen Fine Arts & Music,Qumin.B.NB.Gen Fine Arts & Music,05/01/2013,12/31/2099,0,0,GBP,1
33963,Qumin.B.NB.Gen History,Qumin.B.NB.Gen History,05/01/2013,12/31/2099,0,0,GBP,1
33964,Qumin.B.NB.Gen Literature,Qumin.B.NB.Gen Literature,05/01/2013,12/31/2099,0,0,GBP,1
33965,Qumin.B.NB.Gen Philisophy,Qumin.B.NB.Gen Philisophy,05/01/2013,12/31/2099,0,0,GBP,1
33966,Qumin.B.NB.Gen Religion,Qumin.B.NB.Gen Religion,05/01/2013,12/31/2099,0,0,GBP,1
33967,Qumin.B.NB.Gen Science & Mathematics,Qumin.B.NB.Gen Science & Mathematics,05/01/2013,12/31/2099,0,0,GBP,1
33968,Qumin.B.NB.Gen,Qumin.B.NB.Gen,05/01/2013,12/31/2099,0,0,GBP,1
33969,Qumin.B.NB.Comp,Qumin.B.NB.Comp,05/01/2013,12/31/2099,0,0,GBP,1
33982,Qumin.Display.UK - Flash Generic,Qumin.Display.UK - Flash Generic,03/18/2013,12/31/2099,0,0,GBP,1
33983,Qumin.Display.UK - Flash Dynamic,Qumin.Display.UK - Flash Dynamic,03/18/2013,12/31/2099,0,0,GBP,1
35573,How It Works Magazine 10/21/2013; 12/30/2013 #1401,How It Works Magazine 10/21/2013; 12/30/2013 #1401,10/21/2013,12/30/2013,1,2.99,GBP,1
35648,BBC Focus 11/04/2013; 01/12/2014 #1401,BBC Focus 11/04/2013; 01/12/2014 #1401,11/04/2013,01/12/2014,1,2.99,GBP,1
35649,BBC History Magazine 10/24/2013; 01/05/2014 #9313,BBC History Magazine 10/24/2013; 01/05/2014 #9313,10/24/2013,01/05/2014,1,2.99,GBP,1
35733,BBC Sky at Night 11/07/2013; 01/19/2014 #1100,BBC Sky at Night 11/07/2013; 01/19/2014 #1100,11/07/2013,01/19/2014,1,2.99,GBP,1
35737,All About Space 11/04/2013; 01/13/2014 #1280,All About Space 11/04/2013; 01/13/2014 #1280,11/04/2013,01/13/2014,1,2.99,GBP,1
36539,How It Works Magazine 11/18/2013; 01/27/2014 #1280,How It Works Magazine 11/18/2013; 01/27/2014 #1280,11/18/2013,01/27/2014,1,2.99,GBP,1
36658,New Scientist International 11/18/2013; 12/23/2013,New Scientist International 11/18/2013; 12/23/2013 #1580,11/18/2013,12/23/2013,1,2.99,GBP,1
36659,All About Space 12/02/2013; 02/10/2014 #1841,All About Space 12/02/2013; 02/10/2014 #1841,12/02/2013,02/10/2014,1,2.99,GBP,1
36833,All About History 11/04/2013; 01/13/2014 #3910,All About History 11/04/2013; 01/13/2014 #3910,11/04/2013,01/13/2014,1,2.99,GBP,1
36834,Photography for Beginner 10/31/2013; 01/12/2014 #7,Photography for Beginner 10/31/2013; 01/12/2014 #7901,10/31/2013,01/12/2014,1,2.99,GBP,1
36856,New Scientist International 11/25/2013; 12/30/2013,New Scientist International 11/25/2013; 12/30/2013 #1247,11/25/2013,12/30/2013,1,2.99,GBP,1
36863,Lonely Planet Traveller 08/22/2013; 12/22/2013 #92,Lonely Planet Traveller 08/22/2013; 12/22/2013 #9231,10/24/2013,01/01/2014,1,2.99,GBP,1
36882,UK Jan Cat (Rot.AM) 2014,UK Jan Cat (Rot.AM) 2014,01/09/2014,02/13/2014,0,0,GBP,1
36883,UK Jan Ship (Rot.AM) ST 01/14/2014 ED 02/03/2014,UK Jan Ship (Rot.AM) ST 01/14/2014 ED 02/03/2014,01/09/2014,02/13/2014,0,0,GBP,1
36888,UK OSW1 (Rot.AM) 2014,UK OSW1 (Rot.AM) 2014,01/12/2014,02/17/2014,1,2.99,GBP,1
36903,UK Feb Cat (Rot.BM) 2014,UK Feb Cat (Rot.BM) 2014,02/06/2014,03/13/2014,0,0,GBP,1
36904,UK Feb Ship (Rot.BM) ST 02/04/2014 ED 03/03/2014,UK Feb Ship (Rot.BM) ST 02/04/2014 ED 03/03/2014,02/06/2014,03/13/2014,0,0,GBP,1
36915,UK February CLEARANCE/SETS  2014,UK February CLEARANCE/SETS  2014,02/26/2014,03/27/2014,0,0,GBP,1
36920,UK Mar Cat (Rot.CM) 2014,UK Mar Cat (Rot.CM) 2014,03/06/2014,04/10/2014,0,0,GBP,1
36921,UK Mar Ship (Rot.CM) ST 03/04/2014 ED 03/31/2014,UK Mar Ship (Rot.CM) ST 03/04/2014 ED 03/31/2014,03/06/2014,04/10/2014,0,0,GBP,1
37101,UK Third Party Inserts - January 2014,UK Third Party Inserts - January 2014,01/01/2014,02/28/2014,1,2.99,GBP,1
37102,UK Third Party Inserts - February 2014,UK Third Party Inserts - February 2014,01/24/2014,03/31/2014,1,2.99,GBP,1
37103,UK Third Party Inserts - March 2014,UK Third Party Inserts - March 2014,03/01/2014,04/30/2014,0,0,GBP,1
37401,New Scientist International 12/02/2013; 01/06/2014,New Scientist International 12/02/2013; 01/06/2014 #1272,12/02/2013,01/06/2014,1,2.99,GBP,1
37402,New Scientist International 12/09/2013; 01/13/2014,New Scientist International 12/09/2013; 01/13/2014 #1110,12/09/2013,01/13/2014,1,2.99,GBP,1
37754,2014 UK OSW1 MPKeys,2014 UK OSW1 MPKeys,01/01/2014,02/28/2014,1,2.99,GBP,1
37755,2014 UK TPI JAN (DNU),2014 UK TPI JAN (DNU),12/15/2013,02/28/2014,1,2.99,GBP,1
37756,BBC History Magazine 11/21/2013; 02/02/2014 #3650,BBC History Magazine 11/21/2013; 02/02/2014 #3650,11/21/2013,02/02/2014,1,2.99,GBP,1
38049,BBC History Magazine 12/20/2013; 03/04/2014 #1933,BBC History Magazine 12/20/2013; 03/04/2014 #1933,12/20/2013,03/04/2014,1,2.99,GBP,1
38054,BBC Focus 12/02/2013; 02/09/2014 #1007,BBC Focus 12/02/2013; 02/09/2014 #1007,12/02/2013,02/09/2014,1,2.99,GBP,1
38060,BBC Sky at Night 12/05/2013; 02/16/2014 #1272,BBC Sky at Night 12/05/2013; 02/16/2014 #1272,12/05/2013,02/16/2014,1,2.99,GBP,1
38138,UK Dec (CE) Web Only Sets,UK Dec (CE) Web Only Sets,11/21/2013,12/27/2013,0,0,GBP,1
38793,BBC Sky at Night 01/09/2014; 03/23/2014 #1830,BBC Sky at Night 01/09/2014; 03/23/2014 #1830,01/09/2014,03/23/2014,1,2.99,GBP,1
38930,BBC Focus 12/26/2013; 03/09/2014 #1884,BBC Focus 12/26/2013; 03/09/2014 #1884,12/26/2013,03/09/2014,1,2.99,GBP,1
38932,BBC History Magazine 01/17/2014; 03/31/2014 #9422,BBC History Magazine 01/17/2014; 03/31/2014 #9422,01/17/2014,03/31/2014,1,2.99,GBP,1
38934,How It Works Magazine 12/13/2013; 02/25/2014 #1933,How It Works Magazine 12/13/2013; 02/25/2014 #1933,12/13/2013,02/25/2014,1,2.99,GBP,1
38935,All About Space 12/27/2013; 03/11/2014 #7901,All About Space 12/27/2013; 03/11/2014 #7901,12/27/2013,03/11/2014,1,2.99,GBP,1
38936,All About History 12/30/2013; 03/10/2014 #8410,All About History 12/30/2013; 03/10/2014 #8410,12/30/2013,03/10/2014,1,2.99,GBP,1
38937,London Review of Books 12/26/2013; 03/10/2014 #710,London Review of Books 12/26/2013; 03/10/2014 #7100,12/26/2013,03/10/2014,1,2.99,GBP,1
38939,UKDecCatDLREmail20131224M27089 Active Control,UKDecCatDLREmail20131224M27089 Active Control,12/17/2013,12/27/2013,0,0,GBP,1
38996,New Scientist International 12/19/2013; 02/24/2014,New Scientist International 12/19/2013; 02/24/2014 #1942,12/19/2013,02/24/2014,1,2.99,GBP,1
38997,New Scientist International 12/26/2013; 03/03/2014,New Scientist International 12/26/2013; 03/03/2014 #1730,12/26/2013,03/03/2014,1,2.99,GBP,1
38998,Heritage Today 03/13/2014; 05/12/2014 #8894,Heritage Today 03/13/2014; 05/12/2014 #8894,03/13/2014,05/12/2014,1,2.99,GBP,1
39007,UK New Year (BE) Web Only Sets,UK New Year (BE) Web Only Sets,12/20/2013,01/23/2014,0,0,GBP,1
41758,London Review of Books UK 1/23/2014; 4/7/2014 #165,London Review of Books UK 1/23/2014; 4/7/2014 #1651,01/23/2014,04/07/2014,1,2.99,GBP,1
41759,London Review of Books UK 2/20/2014; 5/5/2014 #999,London Review of Books UK 2/20/2014; 5/5/2014 #9999,02/20/2014,05/05/2014,1,2.99,GBP,1
41769,New Scientist International 1/6/2014; 3/10/2014 #1,New Scientist International 1/6/2014; 3/10/2014 #1651,01/06/2014,03/10/2014,1,2.99,GBP,1
41770,New Scientist International 1/13/2014; 3/17/2014 #,New Scientist International 1/13/2014; 3/17/2014 #9999,01/13/2014,03/17/2014,1,2.99,GBP,1
41771,New Scientist International 1/20/2014; 3/24/2014 #,New Scientist International 1/20/2014; 3/24/2014 #1456,01/20/2014,03/24/2014,1,2.99,GBP,1
41772,New Scientist International 1/27/2014; 3/31/2014 #,New Scientist International 1/27/2014; 3/31/2014 #1950,01/27/2014,03/31/2014,1,2.99,GBP,1
41773,New Scientist International 2/3/2014; 4/7/2014 #68,New Scientist International 2/3/2014; 4/7/2014 #6891,02/03/2014,04/07/2014,1,2.99,GBP,1
41774,New Scientist International 2/10/2014; 4/14/2014 #,New Scientist International 2/10/2014; 4/14/2014 #9999,02/10/2014,04/14/2014,1,2.99,GBP,1
41775,New Scientist International 2/17/2014; 4/21/2014 #,New Scientist International 2/17/2014; 4/21/2014 #9999,02/17/2014,04/21/2014,1,2.99,GBP,1
41776,New Scientist International 2/24/2014; 4/28/2014 #,New Scientist International 2/24/2014; 4/28/2014 #9999,02/24/2014,04/28/2014,1,2.99,GBP,1
41777,New Scientist International 3/3/2014; 4/22/2014 #9,New Scientist International 3/3/2014; 4/22/2014 #9999,03/03/2014,04/22/2014,1,2.99,GBP,1
41778,New Scientist International 3/10/2014; 4/29/2014 #,New Scientist International 3/10/2014; 4/29/2014 #9999,03/10/2014,04/29/2014,1,2.99,GBP,1
41779,New Scientist International 3/17/2014; 5/6/2014 #9,New Scientist International 3/17/2014; 5/6/2014 #9999,03/17/2014,05/06/2014,1,2.99,GBP,1
41818,How It Works Magazine 1/27/2014; 4/7/2014 #1190,How It Works Magazine 1/27/2014; 4/7/2014 #1190,01/27/2014,04/07/2014,1,2.99,GBP,1
41819,How It Works Magazine 2/22/2014; 5/3/2014 #9999,How It Works Magazine 2/22/2014; 5/3/2014 #9999,02/22/2014,05/03/2014,1,2.99,GBP,1
41820,How It Works Magazine 3/17/2014; 5/26/2014 #9999,How It Works Magazine 3/17/2014; 5/26/2014 #9999,03/17/2014,05/26/2014,1,2.99,GBP,1
41830,All About Space 1/27/2014; 4/7/2014 #1231,All About Space 1/27/2014; 4/7/2014 #1231,01/27/2014,04/07/2014,1,2.99,GBP,1
41831,All About Space 2/24/2014; 5/5/2014 #9999,All About Space 2/24/2014; 5/5/2014 #9999,02/24/2014,05/05/2014,1,2.99,GBP,1
41842,All About History 1/27/2014; 4/7/2014 #3810,All About History 1/27/2014; 4/7/2014 #3810,01/27/2014,04/07/2014,1,2.99,GBP,1
41843,All About History 2/24/2014; 5/5/2014 #9999,All About History 2/24/2014; 5/5/2014 #9999,02/24/2014,05/05/2014,1,2.99,GBP,1
41854,BBC Sky at Night 2/6/2014; 4/20/2014 #1846,BBC Sky at Night 2/6/2014; 4/20/2014 #1846,02/06/2014,04/20/2014,1,2.99,GBP,1
41855,BBC Sky at Night 3/6/2014; 5/18/2014 #9999,BBC Sky at Night 3/6/2014; 5/18/2014 #9999,03/06/2014,05/18/2014,1,2.99,GBP,1
41865,BBC Focus 1/23/2014; 4/6/2014 #1272,BBC Focus 1/23/2014; 4/6/2014 #1272,01/23/2014,04/06/2014,1,2.99,GBP,1
41866,BBC Focus 2/20/2014; 5/4/2014 #9999,BBC Focus 2/20/2014; 5/4/2014 #9999,02/20/2014,05/04/2014,1,2.99,GBP,1
41876,BBC History 2/14/2014; 4/28/2014 #9999,BBC History 2/14/2014; 4/28/2014 #9999,02/14/2014,04/28/2014,1,2.99,GBP,1
41877,BBC History 3/14/2014; 5/26/2014 #9999,BBC History 3/14/2014; 5/26/2014 #9999,03/14/2014,05/26/2014,1,2.99,GBP,1
41894,UK TPI TAIL URL www.ordergreatcourses.co.uk,UK TPI TAIL URL www.ordergreatcourses.co.uk,03/01/2014,03/31/2014,0,0,GBP,1
42121,2014 UK Jan (AE) Web Only Sets,2014 UK Jan (AE) Web Only Sets,01/09/2014,02/13/2014,0,0,GBP,1
42175,UK OSW1 Tail URL www.shopgreatcourses.co.uk,UK OSW1 Tail URL www.shopgreatcourses.co.uk,02/18/2014,03/20/2014,0,0,GBP,1
42253,UKJanCatDLREmail20140120M27077 Active Control,UKJanCatDLREmail20140120M27077 Active Control,01/14/2014,01/24/2014,0,0,GBP,1
42339,UKAERotSetsEmail20140203 Active Control,UKAERotSetsEmail20140203 Active Control,01/24/2014,02/06/2014,0,0,GBP,1
42374,UK Display: Retargeting - JANCAT Promotional Offer,UK Display: Retargeting - JANCAT Promotional Offers,01/28/2014,12/31/2099,0,0,GBP,1
42460,The Guardian Magazine 02/12/2014; 03/12/2014 #7901,The Guardian Magazine 02/12/2014; 03/12/2014 #7901,02/12/2014,03/12/2014,1,2.99,GBP,1
42461,History Revealed 02/17/2014; 04/27/2014 #8410,History Revealed 02/17/2014; 04/27/2014 #8410,02/17/2014,04/27/2014,1,2.99,GBP,1
42520,UKJanCatDLREmail20140210M36882 Active Control,UKJanCatDLREmail20140210M36882 Active Control,02/03/2014,02/13/2014,0,0,GBP,1
42660,BBC Good Food 02/19/2014; 05/03/2014 #1933,BBC Good Food 02/19/2014; 05/03/2014 #1933,02/19/2014,05/03/2014,1,2.99,GBP,1
42661,Delicious Magazine 02/15/2014; 04/29/2014 #7901,Delicious Magazine 02/15/2014; 04/29/2014 #7901,02/15/2014,04/29/2014,1,2.99,GBP,1
42669,AkamaiFirstEmail20140218 UK,AkamaiFirstEmail20140218 UK,02/11/2014,02/28/2014,0,0,GBP,1
42672,AkamaiSecondEmail20140224 UK,AkamaiSecondEmail20140224 UK,02/11/2014,02/28/2014,0,0,GBP,1
42673,2014 UK Feb (BE) Web Only Sets,2014 UK Feb (BE) Web Only Sets,02/06/2014,03/13/2014,0,0,GBP,1
42674,UK Feb (BE) Web Only Courses,UK Feb (BE) Web Only Courses,02/06/2014,03/06/2014,0,0,GBP,1
42675,UK Display: Retargeting - FEBCAT Promotional Offer,UK Display: Retargeting - FEBCAT Promotional Offers,01/28/2014,12/31/2099,0,0,GBP,1
71,Catalog of UK  List Prices for MktPricingMatrix ta,Catalog of UK  List Prices for MktPricingMatrix table,01/01/1990,12/31/2100,0,0,GBP,1
72,Catalog of UK Sale  Prices for MktPricingMatrix ta,Catalog of UK Sale  Prices for MktPricingMatrix table,01/01/1990,12/31/2100,0,0,GBP,1
73,Catalog of UK List Prices (SOSW 2010 Test),Catalog of UK List Prices (SOSW 2010 Test),01/01/1990,12/31/2100,0,0,GBP,1
